precision,names,state,posterior,accuracy,rmsq
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 1, 1, 1, 1)",0.9961876884029915,1,0.0038123115970084553
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 1, 1, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 1, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 0, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 0, 0, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 0, 0, 0, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(0, 1, 0, 0, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(0, 0, 0, 0, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
precision,names,state,posterior,accuracy,rmsq
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 1, 1, 1, 1)",0.9961876884029915,1,0.0038123115970084553
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 1, 1, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 1, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 1, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
0,"['jane_and_mark_fight', 'jane_has_knife', 'jane_threatens_mark_with_knife', 'mark_hits_jane', 'jane_drops_knife', 'mark_falls_on_knife', 'mark_dies_by_accident', 'mark_dies']","(1, 1, 1, 0, 0, 0, 0, 0)",4.995831616750487e-07,1,4.995831616750487e-07
